address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
"shoer place road  Ettines Road, Near Vijaya Hospital, Nilgiri 643001.",Ettiness Road,Ooty,57,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in Time  -  2:00 PM Onward Check out Time - Up to 12 : 00 PM Date changes allowed without reduction in room nights, also subject to availability and applicable rates. All modifications are purely discretionary.",Airport Transfer Available / Surcharge|Doctor on Call|Non Smoking Rooms|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Food Facility|Internet / Fax (Reception area only)|CCTV,11.409461,Ettiness Road,76.708527,HTLGBO1000051632,Vedanta Wake Up - Town Center,Hotel,Ooty,51,Double Deluxe room,59,2.4,Tamil Nadu,ca8d5021fec77d3ed0a5b90192821fae
"Sai Arcade,Plot No.184, Opp Panvel S.T Depot,Panvel",Panvel,Panvel,88,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,18.9921559,Panvel,73.1153303,HTLGBO1000003198,Vinamra Residency,Hotel,Panvel,38,Super Deluxe,108,4.3,Maharashtra,63cc2f207c71e6b6f8d9a51d72b8bb7f
"Vihar Holiday Inn Resort, 2nd C,  Araku Main Road, Near ITI , Araku Valley , Andhara Pradesh Araku V",Visakha-Araku Main Road,Araku Valley,60,"The standard check-in time is 11:00 AM and the standard check-out time is 09:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID to presented at the time of check-in .  Check - in Time:10:00AM Check-out Time:09:00PM No pets allowed .Damage to the hotel property must borne by the guests . Management is not responsible for the loss of any guest belongings . complimentary dinner order  should be ordered via ph to no 7416266669, 9247066668 before 6:50PM",Doctor on Call|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Power Backup|Gardens|Internet Access|Room Service,18.320399,Visakha-Araku Main Road,82.881187,HTLGBO1000046862,Vistaram A/C Rooms,Hotel,Araku Valley,6,Deluxe A/c Room,23,3.4,Andhra Pradesh,f6b86fede28d3f70ef598ae7f3fb5768
"Beach Road,Arattukulam Junction Mararikulam North P O,S.L Puram",Mararikulam,Alleppey,100,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Compulsory Supplement Charges to be paid at hotel directly  1. Christmas Gala Dinner on 24th Dec at Rs.3000 Per Adult and Child at Rs.1500 below 12 yrs 2. New year eve gala dinner 31st Dec at Rs.4000 Per Adult and Child at Rs.2000 below 12 yrs,Swimming Pool|Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,9.605221748,Mararikulam,76.30215454,HTLGBO1000026436,Xandari Pearl,Resort,Alleppey,20,Green Pearl,10,4.5,Kerala,00500bb69fae1e29fe4d3b0c1f8b5f09
"78, Canal Circular Road, Besides  Apollo Gleneagles Hospital, kolkata - 700054",Salt Lake,Kolkata,100,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Electronic / Magnetic Keys|Extra Person / Child - Share the same room|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Restaurant|Room Service|Fire Safety|First-Aid Kit at Front Desk|Smoke Detector,22.5747688,Salt Lake,88.402203,HTLGBO1000066858,VISITEL - A BOUTIQUE HOTEL,Hotel,Kolkata,80,Premium Room,1,5,West Bengal,ac4639d63032b4c1a84ffcb1e37bf890
"870, Main Road,",Ratnagiri,Ratnagiri,100,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Multi Cuisine Restaurant |Conference Facility,16.6577071,Ratnagiri,73.517692,HTLGBO1000049496,Vihar Deluxe,Hotel,Ratnagiri,40,Non AC Room,1,4,Maharashtra,e1e75112137626c855f2ce4181f3fdf2
"#707, 6th B cross, 3rd Block, Koramangala,",Koramangala,Bangalore,80,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Guest are mandatory to produce ID proof while check-in hotel - Driving Licence, Aadhar Card, Passport or Voter ID.Unmarried couples without baggage are not allowed.",Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Conference Facility |Smoking Rooms|Kitchen available (home cook food on request)|Extra Person / Child - Share the same room|Water Dispenser Available|Taxi Services|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|STD / ISD|Baggage Room|Courier Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Pest Control Facility|Porter Services Available|Suites,12.930488,Koramangala,77.623502,HTLGBO1000005392,Wafi Suites,Service Apartment,Bangalore,21,Family Suite,5,3.7,Karnataka,50b26c900ccaf0d52f2acc5b6cfdc1e5
C-2135 A Sushant Lok 1 Gurgaon-122001,Sushant Lok,Gurgaon,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in- 12:00 Check out- 12:00,Laundry Service Available|Parking Facilities Available|Power Backup|Internet Access Free|Newspapers In Lobby|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service,28.4512502,Sushant Lok,77.0853183,HTLGBO1000052040,Yes Rooms Paech tree,Service Apartment,Gurgaon,7,Deluxe Double Room,1,3,Haryana,639f4f92d3335af8ef78b6924e8dcc96
"Near Starco Junction, Anjuna bardez Goa",Anjuna Area,Goa,80,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel assist you in arranging Local Sightseeing tours, Bike/Taxi on Hire, Airport transportation on surcharge, Internet access on surcharge and luggage storage facility.",Airport Transfer Available / Surcharge|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage| Bike on Rent|Village Visit ( Chargeable )|Taxi Services|Spa Services Nearby|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service|CCTV|Paid Transfers|Public Restrooms,15.58579611,Anjuna Area,73.74369095,HTLGBO1000048466,White Pearl Guest House &amp; Hostel,Guest House,Goa,9,Standard A/C Room,5,3.3,Goa,644de2b9d1a9a0c6a9337700bff503b9
"Rajendra marg, Mount Abu",Polo Ground Area,Mount Abu,95,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Years eve or other festive periods. Any such supplements need to be paid directly at the hotel.As per the government guidelines valid government issued id proofs are required to be presented at the Time of C/in.,Currency Exchange|Doctor on Call|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Local Tour / Travel Desk|Major Credit Cards Accepted|Gardens|Car Rental|Campfire / Bon Fire|Room Service (24 Hours)|STD / ISD,24.59170734,Polo Ground Area,72.71276442,HTLGBO1000007311,WelcomHeritage Connaught House,Bungalow,Mount Abu,5,Cottage Room,20,4.9,Rajasthan,f927f670f303204f26ca0c4e5cc461fe
"Bellikkal, Hullathy Village,",Thorapally,Mudumalai,50,The standard check-in time is 12:00 PM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Kitchen available (home cook food on request)|Safari|Nature Walk|Campfire / Bon Fire|Trekking,11.488048,Thorapally,76.70286184,HTLGBO1000010783,Wild Walkers,Hotel,Mudumalai,6,Bison,4,4,Tamil Nadu,119ce7df6cebf78a854052dcd2729a19
"V-6, Industrial estate, Electronic City Phase 1,Hosur Main road,",Electronic City,Bangalore,84,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Check-In - Check-Out 12 Noon. Government Approved Identity Card Reuqired.,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Conference Facility |Smoking Rooms|ATM / Banking|Electronic / Magnetic Keys|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Open Air Restaurant / Dining |Car Rental|Express Laundry|Taxi Services|Board Room|Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Postal / Parcel Services|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant",12.8401059,Electronic City,77.66346584,HTLGBO1000030468,Vinaya Royal Inn,Hotel,Bangalore,32,Deluxe Standard Room,32,4.1,Karnataka,892792ba641f6c6887d8a18db633c5ff
"Golden Dal Lake, Opposite Dock Yard New Khonkhan Road",Dal Lake Area,Srinagar,84,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly (1) Guests must check in after 12:00 and check out before 11:30. (2) Children of all ages are welcome. (3) Pets are not allowed. (4) Vegetarian meals are available. (5) Smoking is permitted in the property. (6) All groups are accepted.,Currency Exchange|Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Wedding Services Facility|Boating|Horse Ride ( Chargeable ) |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility|Internet Access Free|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Parking Facility|Room Service|Fishing,34.0881098,Dal Lake Area,74.83461798,HTLGBO1000010837,Young Lucky Star Group of Houseboats,Houseboat,Srinagar,12,Deluxe Class Houseboat,13,4.8,Jammu and Kashmir,86a92d33e6db9cd768fe3807566bbbd4
"Thekkady , Ramakkal ,Idukki dst.",Munnar Kumily Highway,Thekkady,28,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Child policy: 50% Food and Accommodation is Chargeable for child between (7 to 10 years) From November 6th to November 22nd and December 20-31st Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Business Center |Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Multi Lingual Staff|Nature Walk|Horse Ride ( Chargeable ) |Taxi Services|Campfire / Bon Fire|Food Facility|Internet Access Free|Family Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|Suites,9.811626827,Munnar Kumily Highway,77.24401178,HTLGBO1000005059,Wind Haven Resort,Resort,Thekkady,14,Deluxe Room,7,3.1,Kerala,2b484b30dcb6e1b012d72dd777f7b988
"Plot No. 546, Sector 27, Gurgaon - 122002",Sector 27,Gurgaon,93,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.,Parking Facilities Available|24 Hour Front Desk|Power Backup|Conference Facility |Board Room|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service,28.46306292,Sector 27,77.09217773,HTLGBO1000096386,WudStay Corporate Inn,Hotel,Gurgaon,11,Deluxe Room With Free Internet(WiFi),16,4.4,Haryana,c8d8237ac849410fa85f9ef7ae73ff31
"1st Floor, Swastik Prabha Aakash,Road No. 3, Contractors Area,Inner Circle Road, Bistupur",Bistupur,Jamshedpur,60,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Beauty Salon - on charge|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Locker Facility|Secretarial Services|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Grocery|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Limousine Service Available|Multi - Line Phone|Fire Place Available |Floor Butler|Free Local Calls|Cell Phone Rental|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Shopping Drop Facility (on fixed timings)|In House Events |Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Water Dispenser Available|Taxi Services|Mini Theatre|Amphitheatre|City Shuttle Service|Karaoke | Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Adjoining Rooms|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|Internet Access|Room Service|Trekking|Fire Safety|CCTV|First-Aid Kit at Front Desk|Flower Shop|Pest Control Facility",22.8020603,Bistupur,86.1777277,HTLGBO1000043514,YELLOW TREE,Hotel,Jamshedpur,11,Royal Executive Suite,5,3.7,Jharkhand,8a59ce4b2570e8c46b20b5bf8eaa3c6c
"Bhutani Gompa Road, Aleo",Mall Road,Manali,0,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Wake-up Call / Service|Separate Sitting Area|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,32.2370641,Mall Road,77.1953689,HTLGBO1000030234,Wood Valley Cottages,Cottage,Manali,4,1 deluxe double bed room,1,5,Himachal Pradesh,e4e5d19b78e63a08f99ba0955e68b502
"RGM/23/79,AC/7,JYANGRA,SAHA BAGAN,VIP ROAD","Airport Zone, Dum Dum",Kolkata,71,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Conference Facility |Newspapers In Lobby|Baggage Room|Room Service|Public Restrooms,22.6037075,"Airport Zone, Dum Dum",88.4142453,HTLGBO1000028370,Vesper Guest House,Guest House,Kolkata,8,Standard Room Non AC,21,3.5,West Bengal,ce5dfff5f29afa2f34b37cb0fb26dbea
"No 111, Needarajapayar Street, Pondicherry",Others,Pondicherry,77,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 48 HRS CANCELLATION WILL BE ONE NIGHT CHARGABLE, 24 HRS CANCELLATION WILL BE 1 NIGHT CHARGABLE 12 HRS CANCELLATION NO REFUND",Business Center |Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,11.9344016,Others,79.8264083,HTLGBO1000036024,Velvett Villa,Hotel,Pondicherry,16,Executive Villa,9,3.6,Pondicherry,235358b0656ef15a423f2ed127b730a2
"Calangute-Baga Road, Opposite Lalalypso, Calangute, Baga",Baga Area,Goa,100,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup,15.5558062,Baga Area,73.7561062,HTLGBO1000026580,Villa Gesler,Guest House,Goa,9,Standard  Rooms,1,4,Goa,0938a5f6a3fbf5efc14810f423e03131
"Opposite Rajkamal Petrol Pump, Mehsana National Highway",Mehsana-Ahmedabad Highway,Mahesana,100,The standard check-in time is 11:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Unmarried Couples No Allowed 2. Please carry valid Photo ID proof at the time of check in.  3. Mandaatory Gala Dinner Charges for New Yers.,24 Hour Front Desk|Room Service (24 Hours)|Parking (Surcharge)|Internet / Fax (Reception area only)|Public Restrooms|Stamps and Mailing Facility,23.5879607,Mehsana-Ahmedabad Highway,72.3693252,HTLGBO1000049554,Vikram Palace hotel,Hotel,Mahesana,12,Non AC Room,1,1,Gujarat,6182b234d6ef66feb9465b8980039140
R-3 Chikalthana,Jalna Road,Aurangabad,73,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Swimming Pool|Babysitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |Beauty Salon - on charge|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Wake-up Call / Service|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Car Rental|Express Laundry|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD|Baggage Room|Guide / Sightseeing Service|Parking Facility",19.87593276,Jalna Road,75.35900518,HTLGBO1000006552,WelcomHotel Rama International,Hotel,Aurangabad,30,Corporate,63,4.3,Maharashtra,f34bfee9e586e460152f9178d7bdcecd
"Thekkady Junction, Kumily Junction, Kerela 685509.",Kumily,Thekkady,81,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in Time  -  2:00 PM Onward Check out Time - Up to 12 : 00 PM Date changes allowed without reduction in room nights, also subject to availability and applicable rates. All modification are purely discretionary.",Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Non Smoking Rooms|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Food Facility|Internet / Fax (Reception area only)|CCTV,9.606340514,Kumily,77.16632353,HTLGBO1000012444,Vedanta Wake Up - Kumily Town Center,Hotel,Thekkady,19,Deluxe Non AC  Room,74,4.2,Kerala,fbe98372590f65a0c8066ca7951d815f
"#91/1, Railway Parallel Road,",Yeshwanthpur,Bangalore,75,The standard check-in time is 10:00 AM and the standard check-out time is 12:15 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Laundry Service Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Parking Facility,13.0230298,Yeshwanthpur,77.5527439,HTLGBO1000006335,Veekay Tourist Home,Hotel,Bangalore,15,A/c Double Rooms,119,3.4,Karnataka,7ac7cf91f68b5e2e060b8b520a6c146b
"Vihar Holiday Inn Resort, 2nd C,  Araku Main Road, Near ITI , Araku Valley , Andhara Pradesh Araku.",Visakha-Araku Main Road,Araku Valley,75,The standard check-in time is 11:15 AM and the standard check-out time is 09:15 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking for this duration is non-refundable.,Front Desk|Power Backup|Suitable For Children|Room Service,18.3273486,Visakha-Araku Main Road,82.8775218,HTLGBO1000052964,Vistaram Araku Valley Hotel,Hotel,Araku Valley,9,Deluxe Royal Room,4,3.1,Andhra Pradesh,9c30988bf98170fe7782b6415b2d0791
"Vihar Guest House, Opposite Railway Station, plot no. 8 Above Sabras,  Surat, Gujarat 395003",RAILWAY STATION Area,Surat,68,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Guest should show valid proof such as passport , adharcard , voters id or driving license ALL GUEST ID COMPULSORY IN CHECK-INN TIME ( SURAT ID AND PANCARD NOT VALID ) ONLY MARRIED COUPLE ARE ALLOWED AND BOTH ID MATCHING",Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Power Backup|Room Service (24 Hours),21.20329238,RAILWAY STATION Area,72.84034508,HTLGBO1000049978,Vihar Guest House,Guest House,Surat,30,Standard Room,19,2.9,Gujarat,81c099ebdef51e99c9e421e10c5c6a16
"Railway Station Road, Vedant Nagar,",Railway Station Road,Aurangabad,69,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Banquet Facilities|Bar / Lounge |Beauty Salon - on charge|Business Center |Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Coffee Shop / Cafe|Conference Facility |Pool Table|Newspapers In Lobby|Parking Facility|Internet Access,19.8627192,Railway Station Road,75.3151657,HTLGBO1000002549,"VITS, Aurangabad",Hotel,Aurangabad,96,Club Room,39,4.1,Maharashtra,ebe88431a099ef52bd5a39de61d21abe
"Survey No. 220 (Part), Hinjewadi Maan Road, Rajiv Gandhi I.T. Park - Phase 1, Hinjewadi, Pune",Hinjewadi,Pune,88,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-in:1200HRS and Check-out: 1000AM.,Banquet Facilities|Business Center |Concierge|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Doorman|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Conference Facility |Smoking Rooms|Smoking Area |Vegetarian Food / Jain Food Available|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Parking Facility,18.58458419,Hinjewadi,73.730404,HTLGBO1000006867,Vinstar Serviced Apartments,Hotel,Pune,37,Standard Room,109,4.4,Maharashtra,aa0117db87393f91a0658e1f347cf6c8
"Near Starco junction, D'mellow Waddo, Anjuna Bardez ,Goa",Anjuna Area,Goa,100,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Gardens|Internet Access Free|Newspapers In Lobby,15.5809248,Anjuna Area,73.7448437,HTLGBO1000014218,Villa Esperanca,Guest House,Goa,5,Basic Room with Fan,1,4.6,Goa,1ce09b33642bdf27922d191f24c23b0d
